season,player_id,role,opportunities,k_total,k_rate
2024,656550,pitcher,0,2,2.0
2024,672284,batter,4,1,0.25
2024,693821,pitcher,1,4,4.0
2024,542303,batter,4,1,0.25
2024,669357,batter,2,2,1.0
2024,666185,batter,0,0,0.0
2024,575929,batter,4,2,0.5
2024,688297,pitcher,0,2,2.0
2024,571448,batter,4,1,0.25
2024,668941,pitcher,0,0,0.0
2024,676475,batter,4,0,0.0
2024,502671,batter,4,0,0.0
2024,672279,batter,3,0,0.0
2024,669461,pitcher,1,8,8.0
2024,686780,batter,3,1,0.3333333333333333
2024,680977,batter,4,0,0.0
2024,664854,pitcher,0,1,1.0
2024,552640,pitcher,0,0,0.0
2024,691026,batter,4,0,0.0
2024,663372,pitcher,1,2,2.0
2024,680767,pitcher,0,1,1.0
2024,663898,batter,4,2,0.5
2024,669911,batter,4,2,0.5
2024,641857,batter,4,3,0.75
2024,607732,batter,3,0,0.0
2024,621389,pitcher,0,2,2.0
2024,666134,batter,2,1,0.5
2024,595909,batter,3,2,0.6666666666666666
2024,641755,pitcher,0,0,0.0
2024,686668,batter,3,0,0.0
2024,678662,batter,4,2,0.5
2024,660707,batter,3,2,0.6666666666666666
2024,572138,batter,3,1,0.3333333333333333
2024,643289,batter,1,0,0.0
2024,608324,batter,5,1,0.2
2024,676694,batter,3,1,0.3333333333333333
2024,663967,batter,3,1,0.3333333333333333
2024,514888,batter,5,1,0.2
2024,694388,batter,3,0,0.0
2024,665161,batter,4,0,0.0
2024,681869,pitcher,0,2,2.0
2024,687911,pitcher,0,2,2.0
2024,681293,pitcher,1,10,10.0
2024,676801,batter,0,0,0.0
2024,673237,batter,4,0,0.0
2024,670541,batter,3,0,0.0
2024,669394,batter,4,1,0.25
2024,650559,batter,4,2,0.5
2024,624503,batter,3,0,0.0
2024,623211,pitcher,0,1,1.0
2024,605137,batter,3,0,0.0
2024,663743,batter,3,1,0.3333333333333333
2024,669622,pitcher,0,3,3.0
2024,665862,batter,4,1,0.25
2024,660821,batter,4,0,0.0
2024,660644,batter,3,0,0.0
2024,677053,pitcher,0,2,2.0
2024,608638,pitcher,0,0,0.0
2024,678368,pitcher,1,2,2.0
2024,672640,batter,3,1,0.3333333333333333
2024,666023,batter,4,1,0.25
2024,592669,batter,3,0,0.0
2024,521692,batter,4,1,0.25
2024,663903,pitcher,1,5,5.0
2024,641658,batter,2,1,0.5
2024,663704,pitcher,0,0,0.0
2024,679845,batter,4,0,0.0
2024,669004,batter,4,1,0.25
2024,686681,batter,2,1,0.5
2024,680118,batter,0,0,0.0
2024,686469,batter,4,0,0.0
2024,664728,batter,0,0,0.0
2024,672580,batter,4,2,0.5
2024,672582,pitcher,0,1,1.0
2024,677951,batter,3,1,0.3333333333333333
2024,641680,batter,3,0,0.0
2024,694671,batter,3,0,0.0
2024,665750,batter,1,0,0.0
2024,663993,batter,5,2,0.4
2024,656641,pitcher,0,0,0.0
2024,543760,batter,5,0,0.0
2024,669701,batter,5,4,0.8
2024,666969,batter,5,1,0.2
2024,489446,pitcher,0,2,2.0
2024,543257,batter,4,1,0.25
2024,543135,pitcher,1,4,4.0
2024,656537,batter,4,2,0.5
2024,502085,pitcher,0,2,2.0
2024,673995,batter,4,1,0.25
2024,687401,batter,2,0,0.0
2024,694192,batter,4,0,0.0
2024,592885,batter,4,0,0.0
2024,641343,batter,4,1,0.25
2024,686217,batter,5,0,0.0
2024,606303,pitcher,0,1,1.0
2024,655316,batter,2,1,0.5
2024,661388,batter,5,1,0.2
2024,663542,pitcher,0,1,1.0
2024,668930,batter,5,1,0.2
2024,596001,pitcher,0,3,3.0
2024,572971,pitcher,1,4,4.0
2024,642715,batter,4,2,0.5
2024,657649,pitcher,0,2,2.0
2024,656555,batter,4,2,0.5
2024,656730,pitcher,0,0,0.0
2024,671732,batter,4,1,0.25
2024,669137,batter,3,0,0.0
2024,695243,pitcher,0,2,2.0
2024,667670,batter,4,0,0.0
2024,519008,pitcher,0,1,1.0
2024,680474,batter,2,0,0.0
2024,613534,pitcher,0,0,0.0
2024,663527,batter,3,2,0.6666666666666666
2024,691016,batter,4,0,0.0
2024,668674,pitcher,0,1,1.0
2024,609280,batter,4,0,0.0
2024,683155,pitcher,1,8,8.0
2024,668832,batter,2,0,0.0
2024,663662,batter,4,3,0.75
2024,650859,batter,4,0,0.0
2024,666160,batter,3,1,0.3333333333333333
2024,687263,batter,4,1,0.25
2024,668968,pitcher,0,1,1.0
2024,641645,batter,1,1,1.0
2024,642136,batter,4,2,0.5
2024,519326,pitcher,0,1,1.0
2024,621493,batter,4,1,0.25
2024,593934,batter,4,2,0.5
2024,519043,pitcher,0,1,1.0
2024,670871,pitcher,0,1,1.0
2024,666176,batter,0,0,0.0
2024,672710,pitcher,1,2,2.0
2024,694384,batter,4,2,0.5
2024,641432,batter,2,2,1.0
2024,607680,batter,1,0,0.0
2024,682928,batter,3,1,0.3333333333333333
2024,683083,batter,1,0,0.0
2024,623912,batter,4,1,0.25
2024,686452,batter,3,1,0.3333333333333333
2024,608385,batter,3,2,0.6666666666666666
2024,663432,pitcher,0,2,2.0
2024,607179,pitcher,0,1,1.0
2024,608841,batter,3,1,0.3333333333333333
2024,545121,batter,1,0,0.0
2024,669222,batter,4,0,0.0
2024,687792,pitcher,1,1,1.0
2024,696285,batter,2,2,1.0
2024,606930,pitcher,0,1,1.0
2024,657041,batter,2,1,0.5
2024,671277,batter,4,1,0.25
2024,673513,pitcher,0,1,1.0
2024,666703,batter,4,1,0.25
2024,595777,batter,4,0,0.0
2024,456781,batter,3,1,0.3333333333333333
2024,701538,batter,4,1,0.25
2024,656302,pitcher,1,9,9.0
2024,670970,pitcher,0,0,0.0
2024,543309,batter,4,0,0.0
2024,592518,batter,4,0,0.0
2024,642180,batter,1,1,1.0
2024,669369,batter,1,0,0.0
2024,630105,batter,3,0,0.0
2024,673490,batter,4,1,0.25
2024,676680,pitcher,0,0,0.0
2024,647304,batter,0,0,0.0
2024,595978,batter,2,0,0.0
2024,471911,pitcher,1,3,3.0
2024,682177,batter,4,1,0.25
2024,665926,batter,3,0,0.0
2024,678877,batter,4,2,0.5
2024,675540,pitcher,0,1,1.0
2024,677587,batter,3,1,0.3333333333333333
2024,672356,batter,3,1,0.3333333333333333
2024,671289,batter,3,1,0.3333333333333333
2024,666310,batter,0,0,0.0
2024,681807,batter,1,0,0.0
2024,608070,batter,4,1,0.25
2024,680757,batter,4,0,0.0
2024,683002,batter,4,0,0.0
2024,622761,batter,3,0,0.0
2024,623993,batter,4,0,0.0
2024,663624,batter,3,0,0.0
2024,668939,batter,3,1,0.3333333333333333
2024,680570,pitcher,1,4,4.0
2024,677008,batter,3,1,0.3333333333333333
2024,676059,batter,4,2,0.5
2024,672335,pitcher,0,0,0.0
2024,518886,pitcher,0,3,3.0
2024,681297,batter,0,0,0.0
2024,656811,batter,4,0,0.0
2024,656775,batter,3,0,0.0
2024,621114,pitcher,0,3,3.0
2024,687462,batter,4,2,0.5
2024,666182,batter,1,1,1.0
2024,661531,batter,3,0,0.0
2024,642232,pitcher,0,4,4.0
2024,676391,batter,0,0,0.0
2024,662139,batter,4,1,0.25
2024,595281,batter,0,0,0.0
2024,695238,batter,4,2,0.5
2024,647315,pitcher,0,0,0.0
2024,643396,batter,0,0,0.0
2024,676914,batter,3,2,0.6666666666666666
2024,694388,batter,0,0,0.0
2024,680718,batter,3,2,0.6666666666666666
2024,543807,batter,4,1,0.25
2024,643338,pitcher,0,3,3.0
2024,684320,pitcher,1,0,0.0
2024,665489,batter,3,1,0.3333333333333333
2024,643376,batter,0,0,0.0
2024,677870,batter,4,1,0.25
2024,657024,pitcher,0,0,0.0
2024,650893,pitcher,0,1,1.0
2024,457759,batter,1,0,0.0
2024,663853,batter,2,0,0.0
2024,608701,batter,4,2,0.5
2024,641933,batter,1,0,0.0
2024,677800,batter,1,0,0.0
2024,670174,pitcher,0,0,0.0
2024,676710,pitcher,1,2,2.0
2024,642086,batter,0,0,0.0
2024,601713,pitcher,0,10,10.0
2024,624512,batter,0,0,0.0
2024,666152,batter,2,1,0.5
2024,646240,batter,4,1,0.25
2024,680776,batter,4,1,0.25
2024,643376,batter,4,1,0.25
2024,665839,batter,0,0,0.0
2024,678882,batter,3,2,0.6666666666666666
2024,807799,batter,4,1,0.25
2024,472610,pitcher,0,1,1.0
2024,671213,batter,2,2,1.0
2024,518934,batter,4,0,0.0
2024,663330,batter,1,0,0.0
2024,665828,batter,3,0,0.0
2024,657077,batter,4,0,0.0
2024,657571,pitcher,0,0,0.0
2024,592450,batter,2,0,0.0
2024,657612,pitcher,0,0,0.0
2024,669224,batter,1,1,1.0
2024,700250,batter,4,1,0.25
2024,624431,batter,2,1,0.5
2024,683011,batter,5,1,0.2
2024,665742,batter,2,1,0.5
2024,661563,pitcher,1,2,2.0
2024,663757,batter,1,1,1.0
2024,605204,batter,2,2,1.0
2024,672782,pitcher,0,1,1.0
2024,620443,batter,1,0,0.0
2024,621438,batter,3,0,0.0
2024,682626,batter,3,0,0.0
2024,592325,batter,0,0,0.0
2024,640455,pitcher,1,3,3.0
2024,643446,batter,4,0,0.0
2024,668901,batter,3,2,0.6666666666666666
2024,578428,batter,0,0,0.0
2024,493603,pitcher,0,1,1.0
2024,502110,batter,4,0,0.0
2024,624413,batter,3,0,0.0
2024,596019,batter,5,1,0.2
2024,664056,batter,5,0,0.0
2024,607043,batter,3,0,0.0
2024,664849,pitcher,0,1,1.0
2024,605288,pitcher,0,3,3.0
2024,605131,batter,4,3,0.75
2024,571771,batter,4,2,0.5
2024,518792,batter,4,0,0.0
2024,518692,batter,4,1,0.25
2024,660271,batter,2,0,0.0
2024,606192,batter,3,2,0.6666666666666666
2024,681624,batter,3,1,0.3333333333333333
2024,666158,batter,4,3,0.75
2024,500743,batter,4,0,0.0
2024,694813,pitcher,1,7,7.0
2024,667452,batter,1,0,0.0
2024,672820,batter,3,0,0.0
2024,686676,batter,3,0,0.0
2024,683734,batter,3,2,0.6666666666666666
2024,502054,batter,4,0,0.0
2024,670032,batter,3,1,0.3333333333333333
2024,657757,batter,2,0,0.0
2024,657557,batter,3,0,0.0
2024,647336,pitcher,0,7,7.0
2024,643217,batter,4,2,0.5
2024,607200,pitcher,1,5,5.0
2024,673357,batter,4,2,0.5
2024,661395,pitcher,0,0,0.0
2024,680573,pitcher,1,4,4.0
2024,595345,pitcher,0,3,3.0
2024,678692,pitcher,0,1,1.0
2024,650489,batter,4,1,0.25
2024,622534,batter,0,0,0.0
2024,622251,pitcher,0,0,0.0
2024,621043,batter,4,0,0.0
2024,669304,batter,4,0,0.0
2024,596146,batter,5,3,0.6
2024,668904,batter,4,1,0.25
2024,663616,batter,5,1,0.2
2024,621439,batter,3,1,0.3333333333333333
2024,467793,batter,5,1,0.2
2024,543877,batter,5,2,0.4
2024,543518,pitcher,0,2,2.0
2024,571466,batter,3,1,0.3333333333333333
2024,592626,batter,3,1,0.3333333333333333
2024,664983,batter,4,1,0.25
2024,686826,pitcher,0,0,0.0
2024,606466,batter,2,0,0.0
2024,669194,pitcher,1,3,3.0
2024,672695,batter,3,2,0.6666666666666666
2024,600986,pitcher,0,2,2.0
2024,676714,pitcher,0,3,3.0
2024,553993,batter,3,1,0.3333333333333333
2024,682998,batter,4,1,0.25
2024,666971,batter,3,0,0.0
2024,572233,batter,4,1,0.25
2024,624522,pitcher,0,1,1.0
2024,666624,batter,1,0,0.0
2024,687863,pitcher,0,2,2.0
2024,664023,batter,3,1,0.3333333333333333
2024,592767,pitcher,0,2,2.0
2024,669713,pitcher,1,7,7.0
2024,683737,batter,4,3,0.75
2024,691718,batter,3,1,0.3333333333333333
2024,665804,batter,3,0,0.0
2024,670156,batter,1,0,0.0
2024,673548,batter,4,0,0.0
2024,641355,batter,4,1,0.25
2024,621020,batter,4,1,0.25
2024,663538,batter,5,0,0.0
2024,624424,batter,3,0,0.0
2024,671218,batter,4,1,0.25
2024,624585,batter,3,2,0.6666666666666666
2024,642731,batter,3,1,0.3333333333333333
2024,592426,pitcher,0,0,0.0
2024,681584,batter,3,2,0.6666666666666666
2024,672275,batter,3,2,0.6666666666666666
2024,656305,batter,4,1,0.25
2024,806185,pitcher,1,5,5.0
2024,689172,batter,4,3,0.75
2024,643511,pitcher,0,0,0.0
2024,666808,pitcher,0,1,1.0
2024,682641,batter,3,0,0.0
2024,669062,pitcher,0,1,1.0
2024,573204,pitcher,0,0,0.0
2024,668885,batter,0,0,0.0
2024,650489,batter,5,1,0.2
2024,622534,batter,5,0,0.0
2024,701581,pitcher,1,2,2.0
2024,571657,batter,5,2,0.4
2024,680777,batter,4,0,0.0
2024,663485,pitcher,0,1,1.0
2024,621043,batter,1,0,0.0
2024,669304,batter,2,0,0.0
2024,681892,pitcher,0,4,4.0
2024,668904,batter,5,0,0.0
2024,621439,batter,4,0,0.0
2024,467793,batter,5,1,0.2
2024,645444,batter,3,0,0.0
2024,543518,pitcher,0,2,2.0
2024,571466,batter,1,1,1.0
2024,573009,pitcher,0,1,1.0
2024,592626,batter,5,2,0.4
2024,664983,batter,4,0,0.0
2024,545341,batter,1,1,1.0
2024,686826,pitcher,0,0,0.0
2024,606466,batter,3,0,0.0
2024,677942,batter,1,1,1.0
2024,679885,pitcher,0,0,0.0
2024,672695,batter,4,0,0.0
2024,621028,batter,3,0,0.0
2024,682998,batter,5,1,0.2
2024,666971,batter,3,0,0.0
2024,572233,batter,3,1,0.3333333333333333
2024,656756,pitcher,1,1,1.0
2024,621512,batter,3,2,0.6666666666666666
2024,666624,batter,5,1,0.2
2024,687863,pitcher,0,1,1.0
2024,593576,pitcher,0,2,2.0
2024,664023,batter,3,1,0.3333333333333333
2024,684007,pitcher,1,3,3.0
2024,683737,batter,4,3,0.75
2024,691718,batter,3,1,0.3333333333333333
2024,665804,batter,0,0,0.0
2024,670156,batter,1,0,0.0
2024,673548,batter,5,2,0.4
2024,641355,batter,5,1,0.2
2024,623520,batter,0,0,0.0
2024,668338,pitcher,0,1,1.0
2024,621020,batter,5,3,0.6
2024,681432,pitcher,0,3,3.0
2024,663538,batter,5,0,0.0
2024,624424,batter,1,0,0.0
2024,671218,batter,4,1,0.25
2024,624585,batter,4,1,0.25
2024,642731,batter,4,1,0.25
2024,592426,pitcher,0,0,0.0
2024,605113,batter,2,1,0.5
2024,676254,pitcher,0,2,2.0
2024,672275,batter,1,1,1.0
2024,656305,batter,3,1,0.3333333333333333
2024,527038,batter,5,0,0.0
2024,702352,pitcher,0,1,1.0
2024,689172,batter,1,0,0.0
2024,663546,pitcher,0,2,2.0
2024,682641,batter,3,1,0.3333333333333333
2024,663855,pitcher,1,7,7.0
2024,592200,batter,3,1,0.3333333333333333
2024,596103,batter,5,2,0.4
2024,669062,pitcher,0,2,2.0
2024,594807,batter,3,2,0.6666666666666666
2024,663897,batter,0,0,0.0
2024,518595,batter,1,0,0.0
2024,519242,pitcher,1,11,11.0
2024,670097,batter,0,0,0.0
2024,621566,batter,4,3,0.75
2024,669221,batter,3,0,0.0
2024,645277,batter,4,0,0.0
2024,663586,batter,3,1,0.3333333333333333
2024,606115,batter,3,0,0.0
2024,657088,batter,3,0,0.0
2024,672284,batter,3,1,0.3333333333333333
2024,542303,batter,2,0,0.0
2024,678226,pitcher,0,1,1.0
2024,667452,batter,2,1,0.5
2024,672820,batter,3,2,0.6666666666666666
2024,455117,batter,3,2,0.6666666666666666
2024,605154,pitcher,0,0,0.0
2024,683734,batter,3,1,0.3333333333333333
2024,502054,batter,3,2,0.6666666666666666
2024,670032,batter,1,0,0.0
2024,657557,batter,3,2,0.6666666666666666
2024,694363,pitcher,0,2,2.0
2024,656629,pitcher,0,1,1.0
2024,641771,pitcher,1,3,3.0
2024,605121,pitcher,0,1,1.0
2024,650391,batter,3,1,0.3333333333333333
2024,664901,batter,2,1,0.5
2024,673357,batter,3,0,0.0
2024,669432,pitcher,1,4,4.0
2024,645305,batter,3,0,0.0
2024,669394,batter,5,1,0.2
2024,667472,batter,2,1,0.5
2024,650559,batter,4,2,0.5
2024,624503,batter,5,1,0.2
2024,605137,batter,5,2,0.4
2024,656945,pitcher,0,1,1.0
2024,641313,batter,4,0,0.0
2024,669622,pitcher,0,0,0.0
2024,665862,batter,4,2,0.5
2024,640462,pitcher,0,1,1.0
2024,660821,batter,2,0,0.0
2024,672640,batter,4,0,0.0
2024,656896,batter,0,0,0.0
2024,628708,pitcher,0,2,2.0
2024,669016,batter,1,1,1.0
2024,547180,batter,5,1,0.2
2024,554430,pitcher,1,5,5.0
2024,624641,batter,4,0,0.0
2024,592206,batter,2,0,0.0
2024,664761,batter,3,0,0.0
2024,665506,batter,4,3,0.75
2024,656546,pitcher,0,1,1.0
2024,656941,batter,4,1,0.25
2024,593160,batter,3,0,0.0
2024,665561,batter,4,0,0.0
2024,621381,pitcher,0,1,1.0
2024,607208,batter,4,0,0.0
2024,641680,batter,4,0,0.0
2024,694671,batter,4,1,0.25
2024,668800,batter,0,0,0.0
2024,665750,batter,4,1,0.25
2024,663993,batter,4,1,0.25
2024,608369,batter,5,1,0.2
2024,592351,pitcher,1,1,1.0
2024,543760,batter,4,0,0.0
2024,642546,pitcher,0,2,2.0
2024,669701,batter,4,1,0.25
2024,666969,batter,4,1,0.25
2024,656271,pitcher,0,0,0.0
2024,656537,batter,4,2,0.5
2024,673995,batter,1,1,1.0
2024,683002,batter,5,0,0.0
2024,622761,batter,4,1,0.25
2024,663624,batter,3,1,0.3333333333333333
2024,668939,batter,4,0,0.0
2024,663989,pitcher,0,2,2.0
2024,677008,batter,3,0,0.0
2024,676059,batter,4,1,0.25
2024,669203,pitcher,1,5,5.0
2024,681297,batter,4,0,0.0
2024,641329,pitcher,0,2,2.0
2024,656811,batter,4,0,0.0
2024,656775,batter,4,0,0.0
2024,641360,pitcher,0,2,2.0
2024,607074,pitcher,1,8,8.0
2024,663330,batter,4,0,0.0
2024,665828,batter,3,1,0.3333333333333333
2024,657077,batter,3,2,0.6666666666666666
2024,592450,batter,4,2,0.5
2024,669224,batter,3,1,0.3333333333333333
2024,700250,batter,3,1,0.3333333333333333
2024,664776,pitcher,0,2,2.0
2024,683011,batter,4,1,0.25
2024,665742,batter,3,2,0.6666666666666666
2024,663757,batter,3,1,0.3333333333333333
2024,687462,batter,0,0,0.0
2024,666182,batter,5,1,0.2
2024,676391,batter,4,2,0.5
2024,662139,batter,4,3,0.75
2024,595281,batter,0,0,0.0
2024,647315,pitcher,0,2,2.0
2024,643396,batter,2,0,0.0
2024,676914,batter,4,3,0.75
2024,621244,pitcher,1,8,8.0
2024,680718,batter,0,0,0.0
2024,543807,batter,3,0,0.0
2024,665489,batter,5,0,0.0
2024,672386,batter,4,1,0.25
2024,457759,batter,3,2,0.6666666666666666
2024,670102,pitcher,0,1,1.0
2024,682829,batter,5,1,0.2
2024,663697,batter,4,1,0.25
2024,682622,batter,5,0,0.0
2024,666181,batter,4,0,0.0
2024,669289,batter,5,0,0.0
2024,668715,batter,5,1,0.2
2024,571912,batter,3,0,0.0
2024,682119,batter,1,1,1.0
2024,605361,batter,4,0,0.0
2024,571656,pitcher,0,1,1.0
2024,594580,pitcher,0,2,2.0
2024,671096,pitcher,1,2,2.0
2024,608718,pitcher,0,0,0.0
2024,656413,batter,4,1,0.25
2024,669357,batter,1,1,1.0
2024,666185,batter,3,1,0.3333333333333333
2024,575929,batter,3,0,0.0
2024,571448,batter,3,1,0.3333333333333333
2024,571945,pitcher,1,1,1.0
2024,665877,batter,4,0,0.0
2024,681676,pitcher,0,0,0.0
2024,572761,batter,1,0,0.0
2024,606149,pitcher,0,1,1.0
2024,676475,batter,4,0,0.0
2024,502671,batter,2,0,0.0
2024,672279,batter,1,0,0.0
2024,667463,pitcher,0,3,3.0
2024,686780,batter,3,0,0.0
2024,680977,batter,4,0,0.0
2024,691026,batter,4,2,0.5
2024,647304,batter,4,1,0.25
2024,594902,pitcher,1,5,5.0
2024,682177,batter,2,2,1.0
2024,665926,batter,3,0,0.0
2024,678877,batter,1,1,1.0
2024,672356,batter,4,1,0.25
2024,671289,batter,2,0,0.0
2024,666310,batter,3,2,0.6666666666666666
2024,681807,batter,4,2,0.5
2024,608070,batter,4,1,0.25
2024,680757,batter,5,1,0.2
2024,683769,pitcher,0,0,0.0
2024,682120,pitcher,0,3,3.0
2024,669674,pitcher,0,4,4.0
2024,592669,batter,3,1,0.3333333333333333
2024,521692,batter,3,0,0.0
2024,641658,batter,1,1,1.0
2024,663704,pitcher,0,0,0.0
2024,679845,batter,2,1,0.5
2024,669004,batter,2,1,0.5
2024,686681,batter,2,1,0.5
2024,686469,batter,3,0,0.0
2024,664728,batter,3,2,0.6666666666666666
2024,608379,pitcher,1,6,6.0
2024,672580,batter,4,1,0.25
2024,670167,pitcher,0,1,1.0
2024,677951,batter,4,0,0.0
2024,669234,batter,3,1,0.3333333333333333
2024,656716,batter,3,1,0.3333333333333333
2024,689225,pitcher,0,2,2.0
2024,682985,batter,3,1,0.3333333333333333
2024,608348,batter,3,0,0.0
2024,570482,batter,3,0,0.0
2024,656427,pitcher,1,7,7.0
2024,668731,batter,3,3,1.0
2024,666214,pitcher,0,2,2.0
2024,663837,batter,4,1,0.25
2024,690993,batter,4,1,0.25
2024,672761,batter,3,0,0.0
2024,650859,batter,4,0,0.0
2024,666160,batter,3,1,0.3333333333333333
2024,687263,batter,3,1,0.3333333333333333
2024,641645,batter,0,0,0.0
2024,621493,batter,3,1,0.3333333333333333
2024,593934,batter,4,3,0.75
2024,690829,pitcher,0,0,0.0
2024,666176,batter,3,1,0.3333333333333333
2024,694384,batter,4,0,0.0
2024,641432,batter,4,2,0.5
2024,669721,pitcher,1,8,8.0
2024,681351,batter,4,2,0.5
2024,645305,batter,3,1,0.3333333333333333
2024,669394,batter,3,1,0.3333333333333333
2024,667472,batter,3,1,0.3333333333333333
2024,650559,batter,4,2,0.5
2024,605137,batter,4,1,0.25
2024,676534,pitcher,0,0,0.0
2024,667725,pitcher,1,4,4.0
2024,641313,batter,3,0,0.0
2024,660644,batter,3,2,0.6666666666666666
2024,686539,pitcher,0,4,4.0
2024,608638,pitcher,0,0,0.0
2024,672640,batter,3,1,0.3333333333333333
2024,656896,batter,3,0,0.0
2024,669016,batter,2,0,0.0
2024,650911,pitcher,1,9,9.0
2024,665019,batter,3,2,0.6666666666666666
2024,592206,batter,4,1,0.25
2024,664761,batter,4,1,0.25
2024,681082,batter,3,0,0.0
2024,593160,batter,3,1,0.3333333333333333
2024,596117,batter,2,0,0.0
2024,679032,batter,3,2,0.6666666666666666
2024,607208,batter,4,1,0.25
2024,682928,batter,2,0,0.0
2024,608385,batter,1,1,1.0
2024,607179,pitcher,0,1,1.0
2024,608841,batter,3,2,0.6666666666666666
2024,545121,batter,3,0,0.0
2024,571670,pitcher,0,2,2.0
2024,669222,batter,4,2,0.5
2024,696285,batter,3,0,0.0
2024,592696,batter,4,1,0.25
2024,680730,pitcher,1,5,5.0
2024,660688,batter,3,2,0.6666666666666666
2024,606930,pitcher,0,0,0.0
2024,657041,batter,4,1,0.25
2024,671277,batter,4,0,0.0
2024,670764,batter,2,2,1.0
2024,642350,batter,3,0,0.0
2024,670623,batter,4,0,0.0
2024,676609,batter,4,2,0.5
2024,664040,batter,1,1,1.0
2024,664126,pitcher,0,0,0.0
2024,668227,batter,4,1,0.25
2024,592094,pitcher,0,2,2.0
2024,642708,batter,3,0,0.0
2024,676356,batter,4,1,0.25
2024,621107,pitcher,1,6,6.0
2024,687330,pitcher,0,1,1.0
2024,650490,batter,4,1,0.25
2024,656577,batter,3,0,0.0
2024,641680,batter,2,2,1.0
2024,694671,batter,2,0,0.0
2024,668800,batter,2,0,0.0
2024,665750,batter,3,0,0.0
2024,663993,batter,3,1,0.3333333333333333
2024,656641,pitcher,0,1,1.0
2024,608369,batter,3,1,0.3333333333333333
2024,543760,batter,4,0,0.0
2024,453286,pitcher,1,4,4.0
2024,608671,batter,4,1,0.25
2024,669701,batter,4,0,0.0
2024,666969,batter,3,1,0.3333333333333333
2024,543257,batter,1,1,1.0
2024,600917,pitcher,0,2,2.0
2024,673995,batter,0,0,0.0
2024,683002,batter,3,0,0.0
2024,622761,batter,3,1,0.3333333333333333
2024,623993,batter,4,2,0.5
2024,544150,pitcher,1,2,2.0
2024,663624,batter,4,0,0.0
2024,657097,pitcher,0,1,1.0
2024,672335,pitcher,0,1,1.0
2024,602104,batter,2,1,0.5
2024,666974,pitcher,0,1,1.0
2024,518886,pitcher,0,2,2.0
2024,681297,batter,4,0,0.0
2024,543510,batter,3,1,0.3333333333333333
2024,656811,batter,3,1,0.3333333333333333
2024,656775,batter,3,1,0.3333333333333333
2024,543859,pitcher,0,1,1.0
2024,518934,batter,4,1,0.25
2024,663330,batter,5,2,0.4
2024,596133,pitcher,0,2,2.0
2024,665828,batter,1,0,0.0
2024,657077,batter,5,0,0.0
2024,592450,batter,5,1,0.2
2024,657612,pitcher,0,0,0.0
2024,700250,batter,0,0,0.0
2024,650402,batter,4,0,0.0
2024,592454,pitcher,0,1,1.0
2024,624431,batter,5,1,0.2
2024,683011,batter,6,2,0.3333333333333333
2024,665742,batter,4,0,0.0
2024,573186,pitcher,1,3,3.0
2024,663757,batter,0,0,0.0
2024,605204,batter,4,1,0.25
2024,687462,batter,4,1,0.25
2024,666182,batter,4,0,0.0
2024,662139,batter,4,2,0.5
2024,641835,pitcher,0,0,0.0
2024,670950,pitcher,0,0,0.0
2024,643396,batter,4,0,0.0
2024,676914,batter,1,1,1.0
2024,680718,batter,4,1,0.25
2024,543807,batter,2,0,0.0
2024,579328,pitcher,1,7,7.0
2024,665489,batter,5,0,0.0
2024,643376,batter,4,2,0.5
2024,663878,pitcher,0,0,0.0
2024,650893,pitcher,0,1,1.0
2024,457759,batter,3,0,0.0
2024,670102,pitcher,0,0,0.0
2024,669450,batter,1,0,0.0
2024,606160,pitcher,0,1,1.0
2024,572138,batter,2,0,0.0
2024,643289,batter,5,1,0.2
2024,669854,pitcher,1,5,5.0
2024,608324,batter,5,1,0.2
2024,676694,batter,4,3,0.75
2024,514888,batter,5,1,0.2
2024,664351,pitcher,0,1,1.0
2024,694388,batter,3,2,0.6666666666666666
2024,665161,batter,3,1,0.3333333333333333
2024,687911,pitcher,0,0,0.0
2024,605463,pitcher,0,0,0.0
2024,676801,batter,1,1,1.0
2024,673237,batter,5,0,0.0
2024,670541,batter,4,0,0.0
2024,518617,pitcher,0,0,0.0
2024,621438,batter,4,0,0.0
2024,682626,batter,2,0,0.0
2024,643446,batter,4,0,0.0
2024,668901,batter,3,1,0.3333333333333333
2024,578428,batter,1,0,0.0
2024,493603,pitcher,0,1,1.0
2024,673380,pitcher,0,1,1.0
2024,500779,pitcher,1,7,7.0
2024,502110,batter,4,2,0.5
2024,624413,batter,4,2,0.5
2024,596019,batter,4,0,0.0
2024,664056,batter,4,2,0.5
2024,607043,batter,2,0,0.0
2024,657585,pitcher,0,1,1.0
2024,673513,pitcher,0,2,2.0
2024,593974,pitcher,0,0,0.0
2024,595777,batter,3,0,0.0
2024,456781,batter,3,0,0.0
2024,701538,batter,5,0,0.0
2024,444482,batter,1,1,1.0
2024,543309,batter,3,0,0.0
2024,592518,batter,5,1,0.2
2024,642180,batter,0,0,0.0
2024,663568,pitcher,0,2,2.0
2024,669369,batter,4,1,0.25
2024,656354,pitcher,0,1,1.0
2024,630105,batter,5,2,0.4
2024,673490,batter,4,2,0.5
2024,650333,batter,5,0,0.0
2024,681190,pitcher,1,1,1.0
2024,663853,batter,1,0,0.0
2024,669711,pitcher,0,1,1.0
2024,657136,batter,4,1,0.25
2024,641933,batter,4,2,0.5
2024,677800,batter,4,0,0.0
2024,642086,batter,4,0,0.0
2024,601713,pitcher,1,4,4.0
